Sample,X,Y,Z
931,0.316,-0.020,0.875
932,0.301,-0.016,0.863
933,0.305,-0.012,0.859
934,0.301,-0.031,0.867
935,0.301,-0.023,0.855
936,0.297,-0.035,0.859
937,0.297,-0.031,0.863
938,0.309,-0.031,0.867
939,0.293,-0.027,0.871
940,0.305,-0.023,0.875
941,0.301,-0.027,0.867
942,0.305,-0.023,0.879
943,0.305,-0.016,0.875
944,0.309,-0.012,0.883
945,0.301,-0.016,0.879
946,0.305,-0.016,0.875
947,0.305,-0.023,0.867
948,0.305,-0.023,0.867
949,0.301,-0.016,0.867
950,0.305,-0.020,0.863
951,0.301,-0.023,0.852
952,0.305,-0.020,0.855
953,0.305,-0.023,0.859
954,0.301,-0.031,0.863
955,0.297,-0.031,0.863
956,0.297,-0.035,0.859
957,0.301,-0.035,0.863
958,0.297,-0.043,0.859
959,0.305,-0.031,0.859
960,0.301,-0.035,0.855
961,0.301,-0.027,0.875
962,0.309,-0.027,0.875
963,0.309,-0.016,0.879
964,0.309,-0.008,0.883
965,0.301,-0.004,0.883
966,0.312,-0.012,0.902
967,0.309,-0.016,0.895
968,0.301,-0.012,0.891
969,0.305,-0.023,0.895
970,0.301,-0.023,0.887
971,0.301,-0.031,0.875
972,0.309,-0.027,0.883
973,0.309,-0.016,0.879
974,0.312,-0.023,0.867
975,0.305,-0.020,0.871
976,0.305,-0.016,0.871
977,0.305,-0.020,0.859
978,0.305,-0.031,0.852
979,0.305,-0.016,0.855
980,0.309,-0.016,0.852
981,0.305,-0.023,0.852
982,0.297,-0.023,0.871
983,0.301,-0.016,0.855
984,0.305,-0.020,0.871
985,0.301,-0.016,0.871
986,0.301,-0.020,0.871
987,0.309,-0.020,0.871
988,0.301,-0.023,0.871
989,0.301,-0.023,0.867
990,0.297,-0.023,0.867
991,0.301,-0.023,0.863
992,0.293,-0.031,0.863
993,0.297,-0.031,0.867
994,0.297,-0.023,0.863
995,0.297,-0.023,0.859
996,0.305,-0.039,0.867
997,0.309,-0.035,0.863
998,0.316,-0.035,0.867
999,0.309,-0.027,0.867
Rate 400, overflows 0
