Sample,X,Y,Z
931,0.012,-0.332,0.875
932,0.008,-0.340,0.879
933,0.000,-0.336,0.871
934,0.012,-0.340,0.871
935,0.008,-0.344,0.887
936,0.008,-0.336,0.871
937,0.012,-0.348,0.883
938,0.008,-0.332,0.875
939,0.012,-0.344,0.879
940,0.008,-0.336,0.875
941,0.008,-0.344,0.879
942,0.008,-0.340,0.871
943,0.012,-0.344,0.875
944,0.012,-0.340,0.863
945,0.016,-0.328,0.875
946,0.004,-0.352,0.871
947,0.012,-0.344,0.871
948,0.008,-0.344,0.867
949,0.008,-0.340,0.871
950,0.012,-0.336,0.887
951,0.020,-0.340,0.871
952,0.008,-0.336,0.871
953,0.004,-0.340,0.871
954,0.016,-0.344,0.875
955,0.004,-0.336,0.875
956,0.004,-0.344,0.879
957,0.012,-0.348,0.871
958,0.004,-0.344,0.871
959,0.016,-0.336,0.863
960,0.008,-0.336,0.871
961,0.012,-0.336,0.867
962,0.008,-0.352,0.859
963,0.008,-0.336,0.848
964,0.012,-0.340,0.859
965,0.008,-0.352,0.852
966,0.012,-0.344,0.852
967,0.012,-0.344,0.863
968,0.008,-0.344,0.852
969,0.004,-0.348,0.859
970,0.008,-0.336,0.871
971,0.012,-0.340,0.871
972,0.008,-0.340,0.879
973,0.012,-0.340,0.875
974,0.016,-0.348,0.879
975,0.012,-0.340,0.871
976,0.012,-0.340,0.871
977,0.008,-0.340,0.875
978,0.012,-0.344,0.875
979,0.012,-0.336,0.871
980,0.012,-0.332,0.875
981,0.000,-0.332,0.863
982,0.004,-0.340,0.871
983,0.012,-0.348,0.867
984,0.008,-0.340,0.867
985,0.020,-0.348,0.871
986,0.004,-0.340,0.879
987,0.012,-0.340,0.875
988,0.016,-0.340,0.867
989,0.012,-0.332,0.879
990,0.008,-0.340,0.863
991,0.012,-0.340,0.863
992,0.016,-0.348,0.859
993,0.008,-0.344,0.863
994,0.008,-0.332,0.879
995,0.008,-0.336,0.867
996,0.008,-0.328,0.871
997,0.012,-0.336,0.871
998,0.012,-0.328,0.887
999,0.008,-0.344,0.883
Rate 400, overflows 0
